TF	target
SIN3A	ANAPC15
SIN3A	ELF3
SIN3A	GRASP
SIN3A	COX8A
SIN3A	RNU6-450P
SIN3A	RP11-83N9.6
SIN3A	RPL36
SIN3A	RFX2
SIN3A	BEST2
SIRT6	RP11-173M1.4
SIX5	ZBTB32
SIX5	NOS3
SIX5	NUCB1-AS1
SIX5	TMEM245
SIX5	ICT1
SIX5	CTD-2537I9.12
SIX5	MEGF8
SIX5	RRN3
SIX5	C19orf47
SIX5	RP11-649A18.3
SIX5	HSD17B1P1
SIX5	FSD1
SIX5	MIR1271
SIX5	ARHGEF1
SIX5	TCEB1
SMAD1	AC111186.1
SMAD2	ZNF524
SMAD2/SMAD3	PPP1R21
SMAD3	TCEB1P28
SMAD3	MICALL1
SMAD3	CEBPB
SMAD3	snoU13
SMAD3	RP5-855F14.2
SMAD3	RP11-15F12.6
SMAD3	PPP1R37
SMAD4	HM13
SMARCA4	DAPK3
SMARCA4	STOX1
SMARCA4	SNHG1
SMARCA4	RP11-347C12.12
SMARCA4	RP11-644F5.10
SMARCA4	RRP7B
SMARCA4	TTC7A
SMARCA4	PHYHIP
SMARCA4	RP11-195B17.1
SMARCA4	C2orf42
SMARCA4	MIR93
SMARCA4	TNP2
SMARCA4	SAMD10
SMARCA4	TACC2
SMARCA4	PICK1
SMARCA4	ZBED5-AS1
SMARCA4	AC099668.5
SMARCA4	TTLL13
SMARCA4	EHMT1
SMARCA4	MALAT1;
SMARCA4	PRRG2
SMARCA4	GNA13
SMARCA4	IGDCC3
SMARCA4	MBD6
SMARCA4	L1CAM
SMARCA4	GPT
SMARCA4	P2RX6
SMARCA4	PPIL1
SMARCB1	U47924.29
SMARCB1	NPTX1
SMARCB1	PRR35
SMARCB1	MIR4492
SMARCB1	RP11-199F6.4
SMARCB1	MIR4309
SMARCB1	AC092171.4
SMARCB1	ZP3
SMARCB1	GNPTG
SMARCB1	SNORA42
SMARCB1	SPAG9
SMARCB1	OPRL1
SMARCB1	TRIM47
SMARCB1	VWA5B2
SMARCB1	ADIRF
SMARCB1	RGS19
SMARCB1	NPLOC4
SMARCB1	CERS2
SMARCC1	RP11-121A14.2
SMARCC1	RP1-90J20.8
SMARCC1	LCA5
SMARCC1	DNM1
SMARCC1	LTN1
SMARCC1	TMEM62
SMARCC1	SNORA60
SMARCC1	CDC73
SMARCC1	TSC22D2
SMARCC1	AC096921.2
SMARCC1	MYL6B
SMARCC1	NIT1
SMARCC2	TAOK2
SMARCC2	ADCY7
SMARCC2	PDZD2
SMC1A	RP11-1275H24.3
SMC1A	MIR93
SMC1A	ALG12
SMC1A	PELI1
SMC1A	RNU6-1248P
SMC1A	NDUFA7
SMC1A	C16orf95
SMC1A	LOH12CR1
SMC1A	TRIO
SMC1A	RP11-603J24.6
SMC1A	FOXJ3
SMC1A	CYTH2
SMC1A	AC026366.1
SMC1A	LAMTOR2
SMC1A	TUBB2A
SMC1A	PSMD2
SMC1A	COPS2
SMC1A	RP11-544M22.13
SMC1A	RUNDC1
SMC1A	AC012074.2
SMC1A	SLC22A7
SMC1A	AMZ2
SMC1A	RP11-302M6.4
SMC1A	RP11-293M10.2
SMC1A	TBCB
SMC1A	XX-FW83563B9.5
SMC1A	GPANK1
SMC1A	RHEBL1
SMC1A	WBP2
SMC1A	CCDC71
SMC1A	MICA
SMC1A	PHB
SMC1A	RNU6-782P
SMC1A	RP3-406P24.5
SMC1A	RAB33B
SMC1A	THOC6
SMC1A	CIRBP
SMC1A	PLCD3
SMC1A	ZNF778
SMC1A	AL161668.5
SMC1A	POP7
SMC1A	MYL6
SMC1A	RN7SKP259
SMC1A	PLEKHA5
SMC1A	RAB7A
SMC1A	AHI1
SMC1A	PHLDB2
SMC1A	INTS5
SMC1A	RP11-483H20.4
SMC1A	MIR6787
SMC1A	AC015884.1
SMC1A	RP11-474O21.5
SMC1A	MB
SMC1A	AGRP
SMC1A	FAM188B
SMC1A	RP11-568K15.1
SMC1A	CTD-2521M24.8
SMC1A	ZFP1
SMC1A	PIK3IP1
SMC1A	HNRNPUL2-BSCL2
SMC1A	ANTXRLP1
SMC1A	RP11-474I11.7
SMC1A	BEST4
SMC1A	CLTB
SMC1A	ISOC2
SMC1A	PARVA
SMC1A	GALNT12
SMC1A	SCYL1
SMC3	SSRP1
SMC3	PIP5KL1
SMC3	RP5-875H18.9
SMC3	AC008592.8
SMC3	FUT8-AS1
SMC3	TMEM8A
SMC3	MIR6513
SMC3	HMGA1
SMC3	NEDD4
SMC3	SNORA13
SMC3	ITPK1
SMC3	MESP1
SMC3	RAD23A
SMC3	RP11-467D18.2
SMC3	COL13A1
SMC3	RP11-893F2.15
SMC3	RP1-197B17.5
SMC3	UTF1
SMC3	RPS15AP16
SMC3	RNU5E-6P
SMC3	RP11-218M22.1
SMC3	RP11-68I3.10
SMC3	ISCU
SMC3	MCF2L
SMC3	RP11-667K14.5
SMC3	AK2
SMC3	XXbac-BPG181M17.6
SMC3	SEPT9
SMC3	RP1-253P7.1
SMC3	PHKG1
SMC3	RNF151
SMC3	ITGAL
SMC3	ZACN
SMC3	RP11-309L24.6
SMC3	SDCBP2
SMC3	U3
SMC3	RNU6-252P
SMC3	RP11-306G20.1
SMC3	PAFAH2
SMC3	CTD-3214H19.12
SMC3	IL32
SMC3	PIP5K1C
SMC3	CTD-2325A15.2
SMC3	RNASE7
SMC3	TGIF1
SMC3	CTD-2301A4.1
SMC3	LRP1
SMC3	KLHDC8B
SMC3	AMIGO2
SMC3	DOC2GP
SMC3	CCDC124
SMC3	RNU6-646P
SMC3	TBC1D10B
SMC3	IL6
SMC3	CTC-250I14.6
SMC3	LINC01136
SMC3	RP11-498C9.17
SMC3	LTK
SMC3	GLIS2
SMC3	ZFP36
SMC3	ZNF436-AS1
SMC3	GAPT
SNAI2	RP11-779O18.2
SNAPC1	CTD-2587H24.10
SNAPC2	RNU4-2
SNAPC4	RNU5B-1
SNAPC5	RP11-108M9.5
SOX10	C14orf159
SOX17	MIR2117
SOX2	FLJ37453
SOX3	C18orf32
SOX4	CTD-2587H24.10
SOX9	MLST8
SP1	MAPK12
SP1	RP11-706C16.7
SP1	RP11-536N17.1
SP1	CLIC1
SP1	MIR4793
SP1	PI4KA
SP1	AC023855.1
SP1	SCRN2
SP1	NBEAL2
SP1	PIF1
SP1	AHCY
SP1	PI4KB
SP1	CCSER2
SP1	TALDO1
SP1	ABCA1
SP1	RN7SL380P
SP1	AL159997.1
SP1	CITED4
SP1	SNORD37
SP1	MIR23A
SP1	IFI6
SP1	ZNF143
SP1	RP11-276E15.4
SP1	LINC00304
SP1	RP11-70C1.3
SP1	LA16c-390E6.5
SP1	HNRNPA1P16
SP1	CTD-2265O21.3
SP1	RN7SL775P
SP1	PRC1-AS1
SP1	SNORA57
SP1	ZNF778
SP1	GNG8
SP1	PRKAG2
SP1	MAPK11
SP1	TBC1D20
SP1	PLCG2
SP1	AC008592.5
SP1	RP11-195F19.9
SP1	C6orf15
SP1	GZF1
SP1	AC027319.1
SP1	RP4-781K5.4
SP1	RP11-304F15.7
SP1	RPL9P29
SP1	hsa-mir-4259
SP1	SUMO2P1
SP1	CCNDBP1
SP1	RP11-342M1.7
SP1	CNTD1
SP1	DHDH
SP1	NACC2
SP2	RNU5F-1
SP3	CTNNBL1
SP4	AANAT
SP4	UBA52
SP4	GLIS2
SP4	BDH1
SP4	CTD-2527I21.9
SP4	ZNF563
SP4	RP11-712B9.2
SP4	ENO2
SP4	GEMIN7
SP4	GMPR2
SP4	SNORD34
SP4	CYTH2
SP4	RP11-350N15.4
SP4	PEX10
SP4	MIR4648
SP4	MRPL38
SP4	NDUFS2
SP4	SNRPGP19
SP4	AGBL5
SP4	ZNF503
SP4	SPEG
SP4	AL136419.6
SP4	RUSC1
SP4	SCLY
SP4	CTDSPL
SP4	SNORD88A
SP4	EXT2
SPDEF	PKMYT1
SPDEF	RP4-604G5.1
SPI1	RNU6-817P
SPI1	SNX5
SPI1	RP11-732A19.8
SPI1	RP11-1012A1.4
SPI1	ZNF335
SPI1	FAM178B
SPI1	MAP3K12
SPI1	RP11-80I15.1
SPI1	SERPINB9
SPI1	ABHD14B
SPI1	H1F0
SPI1	ITPR1-AS1
SPI1	ACTN4
SPI1	PSMA4
SPI1	RP11-165J3.6
SPI1	RNU4-13P
SPI1	RP11-487I5.4
SPI1	LSM14A
SPI1	TCTEX1D2
SPI1	RNA5SP86
SPI1	DUSP1
SPI1	PLIN1
SPI1	RNU6-128P
SPI1	EPS15
SPI1	DOK7
SPI1	C5orf42
SPI1	AC006460.2
SPI1	DCTN4
SPI1	POLR3E
SPI1	CSNK1E
SPI1	SULT2B1
SPI1	RP11-64D24.2
SPI1	RP5-968P14.2
SPI1	ZNF687
SPI1	RP11-334J6.7
SPI1	EFNA1
SPI1	LRPPRC
SPI1	RP11-195M16.1
SPI1	CACNA1C-AS2
SPI1	FAM32B
SPI1	ACTN3
SPI1	AGO3
SPI1	AC006033.22
SPI1	MIR632
SPI1	AC006487.1
SPI1	SSBP3
SPI1	TMEM185B
SPI1	SLC6A8
SPI1	PLEKHA3
SPI1	IL12RB1
SPI1	RP11-809C18.5
SPI1	CCL2
SPI1	CHTF8
SPI1	MSN
SPI1	MLXIPL
SPI1	EPS8L2
SPI1	AC023593.1
SPI1	CNTD1
SPI1	MIR194-1
SPI1	NEDD9
SPI1	RNU6-1128P
SPI1	ABHD8
SPI1	RP11-10A14.4
SPI1	DHRS4L1
SPI1	MYOF
SPI1	SUSD3
SPI1	PYGO2
SPI1	GRIK4
SPI1	RP11-69L16.5
SPI1	CHMP1AP1
SPI1	BOD1
SPI1	AC010976.2
SPI1	ULK1
SPI1	SDAD1
SPI1	VPS13C
SPI1	CNBD2
SPI1	GATAD1
SPI1	RP11-64K12.10
SPI1	LETM2
SPI1	ROGDI
SPI1	ATP5H
SPI1	RPSAP9
SPI1	RP11-135A1.3
SPI1	SYNPO2L
SPI1	LINC00426
SPI1	SLC30A1
SPI1	METTL23
SPI1	ZMYND10
SPI1	RP11-12M9.4
SPI1	RP5-1160K1.6
SPI1	RP11-40H20.5
SPI1	AP5B1
SPI1	AC073130.3
SPI1	GKAP1
SPI1	AC098824.6
SPI1	RPLP0P1
SPI1	METTL3
SPI1	RP11-113K21.2
SPI1	NAGA
SPI1	CALM1
SPI1	TYRO3
SPI1	RGS16
SPI1	NANOGP1
SPI1	CTC-458A3.1
SPI1	KCNJ1
SPI1	PRCC
SPI1	HTRA1
SPI1	ZBTB20
SPI1	BRD2
SPI1	C1orf141
SPI1	LRWD1
SPI1	RBPJ
SPI1	NOL7
SPI1	CCDC159
SPI1	ALOX5
SPI1	SERHL
SPI1	SOAT1
SPI1	AC108868.5
SPI1	TFRC
SPIB	OSBPL11
SPIB	RP11-229P13.19
SPIB	AC092066.6
SPIB	LINC01489
SPIB	KMT2E-AS1
SPIB	RP11-290L1.2
SPIB	AL162590.1
SPIB	GLYCTK
SPIB	KLHL33
SPIB	RP11-325P15.1
SPIB	MBD1
SPIB	PGAM1P4
SPIB	MYL6B
SPIB	MBLAC1
SPIB	SPTLC2
SPIB	ZNF740
SPIB	ST5
SPIB	CTD-2528A14.5
SPIB	AC134772.1
SPIB	RP1-101K10.6
SRC	ADAT3
SRC	RNU6-600P
SRC	GIPC1
SRC	ATN1
SRC	LA16c-316G12.2
SRC	IPO9-AS1
SRC	FAF2
SRC	IL4I1
SRC	GAL3ST4
SRC	RFX7
SRC	MAP3K9
SRC	CTD-2521M24.8
SRC	CTC-273B12.5
SRC	SLC12A4
SRC	MAFK
SRC	RP3-395M20.12
SREBF1	GDAP2
SREBF1	ORAI3
SREBF2	ALOXE3
SRF	LINC00475
SRF	TMEM40
SRF	RP11-365O16.3
SRF	MLLT6
SRF	USF2
SRF	ZNF763
SRF	KCTD10
SRF	ADIRF-AS1
SRF	PTK2
SRF	SGSM3
SRF	DGCR14
SRF	RP11-864I4.4
SRF	RP11-205K6.1
SRF	RN7SL70P
SRF	C1S
SRF	RP11-109P14.10
SRF	EPN1
SRF	CRABP1
SRF	RPL36AP48
SRF	CTD-2258A20.3
SRF	C2CD2L
SRF	AC002128.5
SRF	KRT16
SRF	RP11-358B23.7
SRF	RP11-1072A3.3
SRF	NAA50
SRF	AC005932.1
SRF	AC004156.3
SRF	PROSC
SRF	RP11-54O7.17
SRF	BCO2
SRF	TRAPPC3
SRF	FAM32A
SRF	TRIAP1
SRF	MIR210
SRF	RP11-977G19.14
SRF	PNPLA7
SRF	CRADD
SRF	HN1
SRF	RRM2
SRF	PMPCA
SRF	SULF2
SRF	RN7SKP292
SRF	CTD-2012K14.3
SRF	FABP7P2
SRF	CTSB
SRF	HMCES
SRF	AC005757.6
SRF	RP11-524F11.1
SRF	RP11-422P24.11
SRF	RP11-6N17.1
SRF	VWA9
SRF	RP11-753H16.3
SRF	GGT6
STAG1	NDUFAF6
STAG1	PRDX3
STAG1	ITGB3
STAG1	CDC7
STAG1	MIR648
STAG1	CYB561D2
STAG1	UNC93B1
STAG1	RP11-1046B16.3
STAG1	U2SURP
STAG1	RNU7-186P
STAG1	ZYX
STAG1	LA16c-325D7.2
STAG1	QPCT
STAG1	AC012363.8
STAG1	EEF1E1
STAG1	AC007163.2
STAG1	NDUFA3P3
STAG1	MIR647
STAG1	TXLNA
STAG1	NDUFA7
STAG1	HIST1H3B
STAG1	TGIF2-C20orf24
STAG1	GSE1
STAG1	STARD4-AS1
STAG1	EML2
STAG1	C1QL1
STAG1	VPS11
STAG1	DDX51
STAG1	RNU6-548P
STAG1	SNORD23
STAG1	CBFB
STAG1	ACPT
STAG1	GDF5
STAG1	RP11-315D16.2
STAG1	RP11-96D1.8
STAG1	CTD-2311M21.3
STAG1	Z95114.3
STAG1	RP11-358H9.1
STAG1	TGFB1
STAG1	HTT
STAG1	RP11-497D6.3
STAG1	RNU6-961P
STAG1	MMP15
STAG1	LINC01301
STAG1	RP11-644F5.15
STAG1	CARKD
STAG1	CLIC3
STAG1	MIR6879
STAG1	RAB36
STAG1	C12orf65
STAG1	RP11-100G15.4
STAG1	CTD-2521M24.5
STAG1	RP11-345M22.2
STAG1	TUBA1C
STAG1	GRPEL1
STAG1	LINC01405
STAG1	PSMA3P
STAG1	RP11-211G3.3
STAG1	RP11-463H24.1
STAG1	GPX4
STAG1	CAST
STAG1	SERPINF2
STAG1	RP11-205K6.3
STAG1	IFT140
STAG1	KIF2C
STAG1	GEMIN8
STAG1	MARCH10
STAG1	QSOX2
STAG1	RP11-15J22.5
STAG1	DNAJB7
STAG1	B9D1
STAG1	EVA1B
STAG1	USP3-AS1
STAG1	G3BP1
STAG1	RN7SL744P
STAG1	AP000350.6
STAG1	ENO2
STAG1	PXDC1
STAG1	UIMC1
STAG1	CELSR2
STAG1	MIR3945
STAG1	AC015884.1
STAG1	MAG
STAT1	RP11-195M16.3
STAT1	NAA10
STAT1	TMEM194A
STAT1	FPR2
STAT1	AC104650.1
STAT1	USF1P1
STAT1	DPM3
STAT1	TNFRSF10C
STAT1	PTRF
STAT1	CXCL10
STAT1	KIAA0226
STAT1	AC069282.6
STAT1	RAB27A
STAT1	HMGB1P39
STAT1	IFI16
STAT1	MAD2L1BP
STAT1	FMO5
STAT1	TMOD2
STAT1	SNORA30
STAT1	MT1JP
STAT2	AGRN
STAT2	N4BP1
STAT3	MIAT
STAT4	DLGAP1-AS2
STAT4	RTBDN
STAT4	NAE1
STAT5A	MRPL16
STAT5A	SNORD88C
STAT5A	AKAP13
STAT5A	PPM1F
STAT5A	TRIM14
STAT5A	IRF2BP2
STAT5B	BIRC5
STAT5B	SNORD34
STAT5B	RP11-804H8.7
STAT5B	RP4-758J18.13
STAT5B	PODNL1
STAT5B	AL590822.1
STAT5B	LRFN3
STAT5B	ATP6V0A1
STAT5B	C3orf18
STAT5B	ATF7
STAT5B	MIR7155
STAT6	CTC-250I14.6
SUMO1	RP11-173M1.5
SUMO2	NANOS3
SUMO2	PRX
SUMO2	NME4
SUMO2	NDRG4
SUMO2	RP11-876N24.4
SUMO2	RP3-395M20.9
SUMO2	ZNF48
SUMO2	AC005722.4
SUMO2	RP11-182J1.5
SUMO2	FOXK2
SUMO2	ALDH3B1
SUMO2	PGS1
SUMO2	C17orf58
SUMO2	ANKS3
SUMO2	TTC28-AS1
SUMO2	RAP1GAP2
SUMO2	LINC00881
SUMO2	CTF2P
SUMO2	RP11-182J1.17
SUMO2	TUB
SUMO2	CA12
SUMO2	TGFBI
SUMO2	RHOB
SUMO2	AC002543.2
SUMO2	ABCA7
SUMO2	CFL1
SUMO2	DDIT4
SUMO2	ABCC10
SUMO2	NOL4L
SUMO2	CTDNEP1
SUMO2	AP000688.14
SUMO2	SLC25A25-AS1
SUMO2	CTC-524C5.5
SUMO2	BHLHE40
SUMO2	CKB
SUMO2	TRIP10
SUMO2	RNU4ATAC18P
SUMO2	C14orf79
SUMO2	TUBB4B
SUMO2	C17orf82
SUMO2	CTC-510F12.2
SUMO2	RANGAP1
SUMO2	CTD-2568A17.8
SUMO2	GARNL3
SUMO2	SKOR1
SUMO2	RP3-508I15.21
SUMO2	CTD-2186M15.3
SUMO2/SUMO3	TMA7
SUMO2/SUMO3	PTPRN
SUMO2/SUMO3	KLK15
SUMO2/SUMO3	FAM207A
SUMO2/SUMO3	GNA12
SUMO2/SUMO3	TRAPPC3
SUMO2/SUMO3	BHLHE40-AS1
SUMO2/SUMO3	DIP2B
SUMO2/SUMO3	SLURP1
SUMO2/SUMO3	RNU6-45P
SUMO2/SUMO3	WDR47
SUMO2/SUMO3	RP11-831F12.4
SUMO2/SUMO3	AMOTL1
SUMO2/SUMO3	LCN12
SUMO2/SUMO3	EID2
SUMO2/SUMO3	ZNF862
SUMO2/SUMO3	RP3-395M20.8
SUMO2/SUMO3	AC008592.3
SUMO2/SUMO3	CTB-31O20.6
SUMO2/SUMO3	TRAF3IP2-AS1
SUMO2/SUMO3	OPN3
SUMO2/SUMO3	CHPF2
SUMO2/SUMO3	RP11-68I3.4
SUPT20H	RPL17-C18orf32
SUZ12	HOXB2
SUZ12	RP11-1055B8.3
T	MGRN1
TAF1	CLK2
TAF1	HCST
TAF1	SYNGAP1
TAF1	TANC2
TAF1	PTOV1-AS1
TAF1	HES5
TAF1	CD27-AS1
TAF1	MIR345
TAF1	RP11-521I2.3
TAF1	SNORA21
TAF1	RNU5F-1
TAF1	RHOF
TAF1	NDUFB11
TAF1	MAST3
TAF1	RNU6-2
TAF1	HIST1H3C
TAF1	ATRIP
TAF1	AC005363.11
TAF1	RAB3A
TAF1	FLOT1
TAF1	FRMD8
TAF1	RP11-1072A3.3
TAF1	NAA25
TAF1	CUL2
TAF1	SMAD7
TAF1	UBE2S
TAF1	RP11-599B13.7
TAF1	URM1
TAF1	LL22NC03-N27C7.1
TAF1	KCTD11
TAF1	TOLLIP-AS1
TAF1	MEF2BNB-MEF2B
TAF1	TRIM56
TAF1	RNU6-1077P
TAF1	RP11-620J15.1
TAF3	DAZAP1
TAF3	FIRRE
TAF3	FBXL19
TAF3	RP11-316M1.3
TAF3	FAM156A
TAF3	BTBD2
TAF3	MIR1229
TAF3	ZNF335
TAF3	PSMC6
TAF3	RTEL1
TAF3	RP13-1032I1.7
TAF3	PSMB9
TAF3	NKIRAS1
TAF3	DALRD3
TAF3	RP11-881M11.4
TAF3	AC093620.5
TAF3	RNU6ATAC30P
TAF3	HCG4P5
TAF3	RNF8
TAF3	SMUG1
TAF3	AIF1
TAF3	SEPW1
TAF3	GPATCH4
TAF3	PPP1R15A
TAF3	DLG4
TAF3	RPAP3
TAF3	LAMTOR1
TAF3	AL136419.6
TAF3	SH3BP5L
TAF3	RSPH3
TAF3	RP4-613B23.1
TAF3	POLM
TAF3	DDB2
TAF3	FAHD1
TAF3	MIR6797
TAF3	KSR2
TAF3	TSC2
TAF3	COL18A1-AS2
TAF3	KCTD11
TAF3	DESI1
TAF3	TMEM259
TAF3	SLC39A1
TAF3	SPAG9
TAF3	ZNF668
TAF3	RP11-422P24.10
TAF3	C2orf49
TAF3	OSBPL5
TAF3	CTD-2313J17.7
TAF3	ZNF212
TAF3	ADAM15
TAF3	ISG15
TAF7	WDR74
TAF7	EZR-AS1
TAF7	TAS1R1
TAL1	ATG9A
TAL1	TPRG1L
TBL1X	TCHP
TBL1X	SLC29A1
TBL1X	AP000347.2
TBL1X	PTPN18
TBL1X	FAM219B
TBL1X	RSAD2
TBL1X	CARHSP1
TBL1X	MBD5
TBL1X	UBE2G1
TBL1X	LAT2
TBL1X	RP11-501C14.7
TBL1X	MIR144
TBL1X	TAP1
TBL1X	RP11-700H6.1
TBL1X	GFAP
TBL1X	BTG2
TBL1X	HM13
TBL1X	CSNK1D
TBL1X	CIRBP
TBL1X	CAPZB
TBL1X	LONRF2
TBL1X	C6orf1
TBL1X	RNU6-513P
TBL1X	TACC1
TBL1X	RP11-10O17.1
TBL1X	NFASC
TBL1X	FGF11
TBL1X	ZNF217
TBL1X	RP11-253M7.1
TBL1XR1	HMGB3P22
TBL1XR1	CTB-161C1.1
TBL1XR1	MLXIP
TBL1XR1	AC079305.10
TBL1XR1	MALAT1
TBP	RP1-59D14.10
TBP	CTD-3224K15.2
TBP	RP4-614O4.13
TBP	C11orf68
TBP	BCL2L2
TBP	SHC1P2
TBP	RP11-168O16.2
TBP	DSCR9
TBP	ARID3C
TBP	DHX34
TBP	PFKM
TBP	AC061992.2
TBP	RPL17-C18orf32
TBP	RP11-831H9.3
TBP	AC074212.6
TBP	CSF3
TBP	RP11-810P12.7
TBP	APOL3
TBP	XXbac-BPG252P9.9
TBP	ZMIZ1
TBP	AL645608.1
TBP	ZNF512B
TBP	FAM195A
TBP	BCAS4
TBP	SSSCA1
TBP	CFAP99
TBP	RP11-387D10.3
TBP	LINC00184
TBP	MIR6884
TBP	SLC52A2
TBP	ZNF101
TBP	TTC38
TBP	PITPNA
TBP	FLCN
TBP	UBA1
TBP	HDAC5
TBP	MIR4707
TBP	SPACA6P-AS
TBP	ZBTB8OS
TBP	CTB-52I2.4
TBP	MIR4674
TBP	LIN7B
TBP	TMED1
TBP	MIR4505
TBX21	RFFL
TBX3	PPCDC
TCF12	TPX2
TCF12	CRNKL1
TCF12	RP5-902P8.10
TCF12	RP11-53I6.1
TCF12	RP11-169K17.4
TCF12	MIR484
TCF12	C5
TCF12	DKFZP313A047
TCF12	JARID2-AS1
TCF12	AC017104.4
TCF12	EXOC3L1
TCF12	RP11-483G21.3
TCF12	CAMK1
TCF12	ORAI1
TCF12	CAMTA1
TCF12	ETV4
TCF12	AC005262.2
TCF12	ACSS2
TCF12	RNU6-968P
TCF12	FAM213B
TCF12	DNAJC7
TCF12	SEPT9
TCF12	RN7SL752P
TCF12	LIMS2
TCF12	ARID3A
TCF12	RP11-375I20.6
TCF12	CTC-510F12.2
TCF12	AC145123.2
TCF12	MIR210
TCF12	LMTK2
TCF12	INTS5
TCF12	RP11-867G23.12
TCF12	PHF23
TCF12	VPS8
TCF12	PTP4A3
TCF12	ARL8A
TCF12	MIR429
TCF12	TRIM46
TCF12	C16orf89
TCF12	CTB-12A17.2
TCF12	SYT12
TCF12	TMOD3
TCF12	RLN3
TCF12	SPECC1L-ADORA2A
TCF12	RP11-52M17.1
TCF12	LLGL2
TCF12	RHOBTB2
TCF12	ATOH8
TCF12	AC113208.1
TCF12	MIAT_exon5_1
TCF12	C8orf46
TCF12	RN7SL198P
TCF12	WDTC1
TCF21	AC005041.11
TCF21	FAM212B-AS1
TCF21	RPL7L1P5
TCF21	GNPNAT1
TCF21	FILIP1
TCF21	DDR1
TCF21	UBC
TCF21	PPP1R16A
TCF21	TRAK2
TCF21	SPRED2
TCF21	LY6G6F
TCF21	ATF7
TCF21	RP11-196G11.3
TCF21	TRIM62
TCF21	PLA2G4C
TCF21	HSPB1
TCF21	NMI
TCF21	RP11-446E24.4
TCF21	C1orf74
TCF21	RPS20P31
TCF21	COPZ2
TCF21	MIR6791
TCF3	ASB8
TCF3	VAT1
TCF3	RP11-190J1.3
TCF3	FAM189B
TCF3	RN7SL405P
TCF3	CTD-2521M24.10
TCF3	WDR43
TCF3	KLHL10
TCF3	WBP1L
TCF3	RP11-132A1.4
TCF3	TIRAP
TCF3	MIR144
TCF3	IL10RB-AS1
TCF3	AMPD2
TCF3	RP11-672A2.5
TCF3	CTSW
TCF3	AP003068.9
TCF3	SCAMP1-AS1
TCF3	ZFP91-CNTF
TCF3	PTPN22
TCF3	RP11-68I3.5
TCF3	THAP1
TCF3	KLRK1
TCF3	ZNF664
TCF3	AP1M1
TCF3	TMC8
TCF3	POLR2C
TCF3	LAMC1
TCF3	THRA
TCF3	ZNF628
TCF3	AC005944.2
TCF3	SPTBN5
TCF3	HIST1H2APS4
TCF3	TRIM56
TCF3	EPHB3
TCF3	MIR4725
TCF3	AC006050.2
TCF3	NOD2
TCF3	IMP3
TCF3	BCL10
TCF3	CTC-499B15.8
TCF3	RP11-216L13.19
TCF3	LRRN4
TCF3	DHRS1
TCF3	MIR4258
TCF3	SEMA4C
TCF3	GAA
TCF3	AC008746.3
TCF3	SYNGR1
TCF3	FCER2
TCF3	CASC3
TCF3	ITM2C
TCF3	SH3GL1
TCF3	HPN-AS1
TCF3	SVIP
TCF3	RP11-122K13.12
TCF3	RAB36
TCF3	CCDC103
TCF3	R3HCC1
TCF3	MED12L
TCF3	BHLHE40-AS1
TCF3	NSUN2
TCF3	LA16c-431H6.7
TCF3	CTD-2349P21.3
TCF3	MIR4710
TCF3	CACYBP
TCF3	MFAP3
TCF3	MYO5A
TCF3	PSMA7
TCF3	RP11-44M6.3
TCF3	ANXA6
TCF3	ASNSD1
TCF3	MIR6858
TCF3	MIR4721
TCF3	RP5-963E22.6
TCF3	MOGS
TCF3	FAM103A1
TCF3	AP000295.10
TCF3	AP001468.58
TCF3	LINC01134
TCF3	RNA5SP97
TCF3	KCTD7
TCF3	AC022173.2
TCF3	TFEB
TCF3	IRF2BP1
TCF3	NYX
TCF3	RP4-539M6.22
TCF3	RTP2
TCF3	RP11-133K1.1
TCF3	FAM98C
TCF3	RP11-297D21.4
TCF3	XXbac-B461K10.4
TCF3	F11R
TCF3	PIAS1
TCF3	MSMO1
TCF3	RP11-159D12.2
TCF3	MIR2115
TCF3	OSBP2
TCF3	SPATA24
TCF3	CREB3L4
TCF3	CTD-3222D19.8
TCF3	BUD13
TCF3	RN7SL160P
TCF3	RP11-473I1.6
TCF3	RP11-16N11.2
TCF3	FBXL13
TCF3	GTSE1-AS1
TCF4	FGD4
TCF4	MIR4740
TCF4	SLC7A6
TCF7L2	RAC3
TCF7L2	IRF2BP2
TCF7L2	C19orf57
TCF7L2	SP1
TEAD4	NBPF18P
TEAD4	MIR210HG
TEAD4	KIAA1614
TEAD4	RP5-940J5.3
TEAD4	C14orf93
TEAD4	FLJ31356
TEAD4	STAT3
TEAD4	SH3GL1
TEAD4	RPL22P19
TEAD4	KLHDC8A
TEAD4	USP2
TEAD4	MIR612
TEAD4	FZD7
TEAD4	C19orf35
TEAD4	ANKRD11
TEAD4	PROCR
TEAD4	ZNF491
TEAD4	AP003774.1
TEAD4	RP11-244F12.3
TEAD4	C11orf68
TEAD4	RNA5SP114
TEAD4	TTN-AS1
TERF1	NPRL2
TET2	RP11-699L21.1
TFAP2A	SAMD14
TFAP2A	CNOT11
TFAP2A	CPT1B
TFAP2A	SIX4
TFAP2A	LINC00235
TFAP2A	TMC6
TFAP2A	PALLD
TFAP2A	SEC14L5
TFAP2A	MAD2L1BP
TFAP2A	RPL13AP20
TFAP2A	RP11-1099M24.6
TFAP2A	OSCP1
TFAP2A	SLC4A5
TFAP2A	STPG1
TFAP2A	UBE4A
TFAP2A	RP11-400F19.18
TFAP2A	TPST2
TFAP2A	PLS1
